Order_ID,Customer_ID,Order_Date,Ship_Date,Shipper_ID,Sales
CA-2016-112116,JE-15475,2016-03-16,2016-03-18,104,171.96
CA-2016-112130,SV-20785,2016-05-03,2016-05-07,103,7.97
CA-2016-112144,CY-12745,2016-06-28,2016-07-02,103,5.9
CA-2016-112214,AH-10690,2016-08-05,2016-08-11,103,1.36
CA-2016-112305,KB-16405,2016-11-20,2016-11-25,103,13.98
CA-2016-112319,AR-10510,2016-08-31,2016-09-05,103,58.32
CA-2016-112375,RD-19720,2016-12-21,2016-12-27,103,27.31
CA-2016-112452,NC-18340,2016-04-04,2016-04-04,102,5.84
CA-2016-112522,DP-13165,2016-10-10,2016-10-17,103,8.02
CA-2016-112557,JL-15850,2016-04-25,2016-04-28,101,206.43
CA-2016-112571,DL-12925,2016-09-22,2016-09-22,102,204.6
CA-2016-112711,FM-14380,2016-07-12,2016-07-18,103,307.17
CA-2016-112767,DK-12985,2016-08-02,2016-08-06,103,277.5
CA-2016-112823,RA-19945,2016-12-10,2016-12-16,103,25.49
CA-2016-113040,CC-12100,2016-08-27,2016-08-31,103,5.1
CA-2016-113110,BK-11260,2016-03-19,2016-03-23,103,14.62
CA-2016-113131,MB-17305,2016-09-24,2016-09-24,102,6.73
CA-2016-113145,VD-21670,2016-11-01,2016-11-05,103,13.52
CA-2016-113152,JK-15625,2016-12-25,2016-12-30,103,449.57
CA-2016-113173,DK-13225,2016-11-15,2016-11-17,104,8.72
CA-2016-113215,CP-12085,2016-09-03,2016-09-08,103,238.15
CA-2016-113222,AG-10765,2016-11-09,2016-11-09,102,10.74
CA-2016-113404,EM-13810,2016-07-16,2016-07-16,102,700.15
CA-2016-113523,SC-20440,2016-09-04,2016-09-08,103,7.66
CA-2016-113628,AH-10690,2016-11-12,2016-11-19,103,4.66
CA-2016-113740,SC-20380,2016-08-24,2016-08-28,104,14.91
CA-2016-113901,NH-18610,2016-10-19,2016-10-24,103,38.28
CA-2016-113971,CB-12535,2016-05-08,2016-05-14,103,8.35
CA-2016-114048,EH-13945,2016-12-14,2016-12-18,103,29.22
CA-2016-114069,ND-18370,2016-07-13,2016-07-15,104,9.96
CA-2016-114237,MC-17275,2016-03-13,2016-03-15,101,141.96
CA-2016-114300,AF-10885,2016-10-13,2016-10-17,103,83.72
CA-2016-114468,TD-20995,2016-08-23,2016-08-23,102,5.77
CA-2016-114503,AA-10375,2016-11-13,2016-11-17,103,84.96
CA-2016-114811,KD-16495,2016-11-08,2016-11-08,102,11.82
CA-2016-114923,LH-17020,2016-02-08,2016-02-13,103,107.98
CA-2016-115091,JJ-15760,2016-10-05,2016-10-09,103,28.84
CA-2016-115168,BB-11545,2016-06-05,2016-06-09,103,10.56
CA-2016-115392,RM-19675,2016-10-01,2016-10-04,104,22.45
CA-2016-115399,AG-10900,2016-12-19,2016-12-22,101,6.91
CA-2016-115420,LS-16945,2016-04-25,2016-05-02,103,21.34
CA-2016-115511,NW-18400,2016-11-21,2016-11-25,103,66.05
CA-2016-115567,ZC-21910,2016-09-13,2016-09-18,103,199.96
CA-2016-115693,FC-14245,2016-12-10,2016-12-15,103,56.3
CA-2016-115742,DP-13000,2016-04-18,2016-04-22,103,6.16
CA-2016-115798,KL-16645,2016-11-13,2016-11-19,103,42.28
CA-2016-115847,TC-21535,2016-09-19,2016-09-24,104,61.96
CA-2016-115924,BE-11455,2016-09-14,2016-09-18,104,25.9
CA-2016-115938,SA-20830,2016-06-26,2016-06-30,103,15.42
CA-2016-115945,AB-10165,2016-06-25,2016-07-01,103,20.96
CA-2016-116092,JM-16195,2016-02-15,2016-02-18,104,11.52
CA-2016-116260,BF-10975,2016-07-06,2016-07-12,103,11.12
CA-2016-116484,JK-15205,2016-11-20,2016-11-26,103,63.82
CA-2016-116512,MC-18100,2016-04-09,2016-04-14,103,17.94
CA-2016-116638,JH-15985,2016-01-28,2016-01-31,104,4297.64
CA-2016-116687,NC-18625,2016-05-02,2016-05-07,103,8.86
CA-2016-116750,BF-10975,2016-07-05,2016-07-10,104,4.93
CA-2016-116841,TP-21130,2016-04-14,2016-04-18,103,35.21
CA-2016-116876,TT-21070,2016-02-14,2016-02-21,103,26.42
CA-2016-117415,SN-20710,2016-12-27,2016-12-31,103,113.33
CA-2016-117611,MZ-17335,2016-11-08,2016-11-10,104,5
CA-2016-117772,MC-17575,2016-09-10,2016-09-12,104,353.88
CA-2016-117800,TH-21550,2016-09-21,2016-09-26,103,542.94
CA-2016-117828,BD-11500,2016-12-23,2016-12-26,101,194.32
CA-2016-117884,DC-13285,2016-03-22,2016-03-22,102,150.41
CA-2016-117898,TB-21250,2016-12-05,2016-12-11,103,12.22
CA-2016-117961,GP-14740,2016-11-26,2016-11-30,103,10.95
CA-2016-118227,DB-13270,2016-04-24,2016-04-28,103,25.99
CA-2016-118423,DP-13390,2016-03-24,2016-03-27,101,359.06
CA-2016-118444,VD-21670,2016-11-05,2016-11-09,103,387.14
CA-2016-118738,AG-10495,2016-10-24,2016-10-30,103,10.37
CA-2016-118843,JH-15910,2016-09-13,2016-09-20,103,69.93
CA-2016-118871,HM-14860,2016-12-04,2016-12-09,104,36.4
CA-2016-118948,NK-18490,2016-05-28,2016-06-03,103,6.63
CA-2016-118955,LS-17230,2016-06-16,2016-06-20,103,27.22
CA-2016-119102,KH-16690,2016-05-23,2016-05-27,103,51.45
CA-2016-119214,CW-11905,2016-01-23,2016-01-27,103,14.62
CA-2016-119291,JO-15550,2016-05-14,2016-05-17,101,2.7
CA-2016-119480,CC-12685,2016-01-09,2016-01-13,103,42.76
CA-2016-119508,TZ-21580,2016-12-04,2016-12-09,103,16.9
CA-2016-119550,RB-19705,2016-12-26,2016-12-31,103,275.06
CA-2016-119592,MM-18280,2016-12-14,2016-12-16,104,3.76
CA-2016-119627,SC-20725,2016-08-17,2016-08-23,103,10.27
CA-2016-119634,BW-11065,2016-08-11,2016-08-16,103,46.15
CA-2016-119690,MV-17485,2016-06-25,2016-06-28,101,0.98
CA-2016-119697,EM-13960,2016-12-28,2016-12-31,104,54.38
CA-2016-119879,SS-20410,2016-11-21,2016-11-25,103,110.97
CA-2016-119907,LC-17140,2016-12-01,2016-12-08,103,55.42
CA-2016-119942,TT-21070,2016-04-05,2016-04-07,101,23.9
CA-2016-120103,MS-17365,2016-12-24,2016-12-29,103,7.71
CA-2016-120320,MV-18190,2016-03-05,2016-03-09,103,31.92
CA-2016-120341,SF-20200,2016-09-26,2016-09-29,104,45.89
CA-2016-120362,CA-12265,2016-09-14,2016-09-19,103,912.75
CA-2016-120397,RB-19435,2016-07-02,2016-07-02,102,32.78
CA-2016-120439,AD-10180,2016-06-14,2016-06-18,103,51.07
CA-2016-120446,JG-15805,2016-11-16,2016-11-18,101,18.9
CA-2016-120516,CK-12595,2016-08-13,2016-08-17,103,5.64
CA-2016-120551,SS-20590,2016-04-13,2016-04-20,103,17.43
CA-2016-120621,JW-16075,2016-03-21,2016-03-26,103,12.84
CA-2016-120677,BD-11320,2016-05-31,2016-06-04,103,2567.84
CA-2016-120782,SD-20485,2016-04-28,2016-05-01,101,186.73
CA-2016-120810,TH-21550,2016-07-23,2016-07-27,103,68.94
CA-2016-120845,ML-17395,2016-09-25,2016-10-02,103,2.47
CA-2016-120880,JL-15850,2016-05-29,2016-06-03,103,32.4
CA-2016-120901,BG-11035,2016-12-31,2017-01-04,103,3.49
CA-2016-120915,JJ-15445,2016-09-28,2016-10-03,104,293.52
CA-2016-121041,CS-12250,2016-11-03,2016-11-10,103,6.61
CA-2016-121097,SF-20965,2016-01-03,2016-01-08,103,10.37
CA-2016-121132,VB-21745,2016-07-17,2016-07-24,103,6.26
CA-2016-121188,CB-12025,2016-08-28,2016-09-04,103,4.16
CA-2016-121272,DO-13435,2016-03-29,2016-04-04,103,73.28
CA-2016-121391,AA-10315,2016-10-04,2016-10-07,101,26.96
CA-2016-121405,FC-14335,2016-03-30,2016-04-04,103,23.52
CA-2016-121552,FW-14395,2016-03-22,2016-03-27,103,19.56
CA-2016-121608,JB-15400,2016-09-03,2016-09-05,101,100.49
CA-2016-121650,KD-16495,2016-12-10,2016-12-16,103,2.61
CA-2016-121699,BD-11320,2016-08-10,2016-08-14,103,64.75
CA-2016-121720,JE-15610,2016-06-11,2016-06-12,101,3.77
CA-2016-121776,RD-19585,2016-02-16,2016-02-21,103,36.84
CA-2016-121783,PO-19180,2016-11-10,2016-11-14,103,29.22
CA-2016-121797,CC-12145,2016-01-30,2016-02-06,103,227.36
CA-2016-121965,LH-17155,2016-06-19,2016-06-23,103,6.48
CA-2016-122168,HG-14965,2016-08-21,2016-08-26,103,17.52
CA-2016-122210,WB-21850,2016-11-30,2016-12-04,103,10.58
CA-2016-122259,HP-14815,2016-10-31,2016-11-04,103,70.12
CA-2016-122266,SA-20830,2016-04-26,2016-04-30,103,2.62
CA-2016-122287,SN-20560,2016-06-18,2016-06-23,103,4.54
CA-2016-122371,BS-11800,2016-09-26,2016-10-01,103,64.17
CA-2016-122406,BE-11455,2016-08-02,2016-08-05,104,8.4
CA-2016-122623,CC-12145,2016-09-07,2016-09-11,103,47.52
CA-2016-122756,DK-13225,2016-12-03,2016-12-07,103,2.96
CA-2016-122826,RD-19480,2016-06-23,2016-06-25,104,201.57
CA-2016-123092,JG-15115,2016-12-03,2016-12-07,103,9.34
CA-2016-123113,AT-10735,2016-11-23,2016-11-27,104,17.94
CA-2016-123141,GZ-14470,2016-11-14,2016-11-19,103,230.35
CA-2016-123155,NS-18640,2016-03-09,2016-03-12,101,113.52
CA-2016-123232,DJ-13630,2016-12-14,2016-12-16,104,319.97
CA-2016-123330,EP-13915,2016-06-21,2016-06-27,103,107.98
CA-2016-123456,KN-16450,2016-07-09,2016-07-13,103,48.63
CA-2016-123505,AR-10540,2016-11-22,2016-11-26,103,14.94
CA-2016-123568,SC-20095,2016-11-08,2016-11-14,103,5.04
CA-2016-123673,CH-12070,2016-10-30,2016-11-01,104,299.9
CA-2016-123939,MS-17710,2016-08-24,2016-08-26,104,6.91
CA-2016-124044,MS-17830,2016-07-23,2016-07-26,104,10.51
CA-2016-124058,LC-16885,2016-11-20,2016-11-24,103,72.74
CA-2016-124107,BM-11650,2016-10-09,2016-10-12,104,29.16
CA-2016-124268,AD-10180,2016-07-04,2016-07-08,103,15.48
CA-2016-124450,GT-14710,2016-04-27,2016-05-03,103,22.74
CA-2016-124499,FM-14380,2016-10-09,2016-10-13,103,269.91
CA-2016-124541,TT-21220,2016-04-06,2016-04-10,103,6.9
CA-2016-124653,DB-13120,2016-12-24,2016-12-26,101,12.96
CA-2016-124800,RW-19540,2016-09-26,2016-09-30,103,60.67
CA-2016-124891,RH-19495,2016-07-31,2016-07-31,102,19.44
CA-2016-124919,SP-20650,2016-05-31,2016-06-02,101,58.38
CA-2016-124933,DF-13135,2016-12-26,2016-12-30,104,212.64
CA-2016-124975,MG-17875,2016-06-22,2016-06-25,101,796.42
CA-2016-125066,KD-16495,2016-12-14,2016-12-18,103,6.16
CA-2016-125178,MZ-17515,2016-10-03,2016-10-09,103,15.01
CA-2016-125185,AH-10195,2016-03-05,2016-03-07,104,33.57
CA-2016-125234,SN-20710,2016-11-27,2016-12-01,103,107.97
CA-2016-125395,LA-16780,2016-06-26,2016-06-29,104,41.9
CA-2016-125416,KC-16540,2016-11-02,2016-11-02,102,447.93
CA-2016-125423,MC-17575,2016-12-13,2016-12-15,104,9.96
CA-2016-125563,PR-18880,2016-04-11,2016-04-17,103,54.53
CA-2016-125696,NP-18685,2016-10-02,2016-10-06,103,7.38
CA-2016-125710,BT-11680,2016-10-08,2016-10-13,103,3.44
CA-2016-125934,SN-20560,2016-09-11,2016-09-18,103,8.92
CA-2016-125976,JK-15205,2016-09-27,2016-10-02,103,154.9
CA-2016-126137,BS-11755,2016-10-03,2016-10-08,103,120.67
CA-2016-126186,GB-14530,2016-09-11,2016-09-12,101,24.64
CA-2016-126347,AJ-10945,2016-12-14,2016-12-19,104,50
CA-2016-126445,RA-19945,2016-08-27,2016-08-31,103,484.65
CA-2016-126466,JO-15550,2016-11-09,2016-11-13,103,2.48
CA-2016-126557,RL-19615,2016-07-12,2016-07-17,104,1.93
CA-2016-126669,DO-13645,2016-11-07,2016-11-13,103,76.64
CA-2016-126697,SV-20815,2016-09-21,2016-09-24,101,4.93
CA-2016-126725,BS-11665,2016-11-17,2016-11-21,103,32.4
CA-2016-126739,JH-16180,2016-11-01,2016-11-03,104,327.56
CA-2016-126970,TP-21130,2016-09-20,2016-09-24,103,2.81
CA-2016-127019,ER-13855,2016-12-21,2016-12-25,103,60.98
CA-2016-127110,CH-12070,2016-06-25,2016-07-01,103,31.1
CA-2016-127173,GM-14500,2016-09-26,2016-10-03,103,34.44
CA-2016-127327,PW-19030,2016-02-03,2016-02-07,103,90.88
CA-2016-127418,JJ-15445,2016-06-13,2016-06-14,101,36.62
CA-2016-127453,JK-15370,2016-12-19,2016-12-20,101,3.55
CA-2016-127481,JD-15895,2016-12-12,2016-12-15,104,32.4
CA-2016-127502,MT-17815,2016-12-10,2016-12-14,103,5.76
CA-2016-127509,AS-10090,2016-11-09,2016-11-13,103,17.22
CA-2016-127593,DH-13675,2016-09-21,2016-09-21,102,85.3
CA-2016-127607,JK-15730,2016-03-20,2016-03-26,103,2.51
CA-2016-127754,CK-12760,2016-07-26,2016-07-31,103,266.35
CA-2016-127824,JC-15775,2016-10-18,2016-10-22,103,10.11
CA-2016-128013,MF-18250,2016-08-09,2016-08-16,103,10.02
CA-2016-128027,CM-12385,2016-09-14,2016-09-17,104,269.49
CA-2016-128083,EB-13750,2016-03-12,2016-03-17,103,6.41
CA-2016-128125,EB-13705,2016-03-31,2016-04-05,103,22.38
CA-2016-128139,BD-11725,2016-07-03,2016-07-09,103,70.98
CA-2016-128167,KL-16645,2016-06-22,2016-06-26,104,4.96
CA-2016-128356,RP-19390,2016-10-02,2016-10-07,103,10.94
CA-2016-128608,CS-12490,2016-01-12,2016-01-17,103,10.37
CA-2016-128860,SC-20725,2016-06-29,2016-07-05,103,20.1
CA-2016-128958,CR-12820,2016-01-24,2016-01-28,103,13.12
CA-2016-128993,CC-12670,2016-09-12,2016-09-17,104,21.98
CA-2016-129042,EM-13960,2016-12-12,2016-12-17,103,8.22
CA-2016-129098,DK-13090,2016-10-09,2016-10-13,103,30.84
CA-2016-129112,AW-10840,2016-11-29,2016-11-30,101,8.78
CA-2016-129217,DP-13390,2016-05-10,2016-05-10,102,36.78
CA-2016-129322,DB-13405,2016-08-08,2016-08-10,104,39.66
CA-2016-129392,DM-13015,2016-07-08,2016-07-08,102,21.12
CA-2016-129476,PA-19060,2016-10-15,2016-10-20,103,339.96
CA-2016-129525,VP-21760,2016-11-15,2016-11-20,103,166.92
CA-2016-129532,YS-21880,2016-12-08,2016-12-12,103,221.96
CA-2016-129546,RP-19855,2016-09-28,2016-10-05,103,36.78
CA-2016-129700,LA-16780,2016-05-04,2016-05-05,101,22.29
CA-2016-129770,JE-15715,2016-02-21,2016-02-23,104,49.12
CA-2016-129854,RB-19705,2016-08-22,2016-08-26,103,16.52
CA-2016-129896,PF-19120,2016-06-15,2016-06-20,103,9.57
CA-2016-129917,HM-14980,2016-10-02,2016-10-03,101,11.81
CA-2016-130022,JK-16120,2016-08-10,2016-08-16,103,3.75
CA-2016-130113,AH-10030,2016-12-27,2016-12-31,103,323.1
CA-2016-130183,PO-18850,2016-11-13,2016-11-17,103,614
CA-2016-130204,DB-13120,2016-09-03,2016-09-09,103,17.9
CA-2016-130218,SG-20470,2016-03-23,2016-03-26,101,27.92
CA-2016-130253,PP-18955,2016-12-14,2016-12-18,103,15.24
CA-2016-130365,ZC-21910,2016-04-25,2016-04-29,103,128.06
CA-2016-130456,DS-13180,2016-08-21,2016-08-26,103,80.98
CA-2016-130554,FM-14290,2016-04-07,2016-04-09,101,11.74
CA-2016-130610,VP-21730,2016-07-05,2016-07-10,103,19
CA-2016-130659,MS-17365,2016-12-04,2016-12-09,104,17.94
CA-2016-130736,JF-15490,2016-12-07,2016-12-09,101,2.61
CA-2016-130785,AG-10900,2016-09-05,2016-09-09,103,28.75
CA-2016-130792,RA-19915,2016-04-28,2016-05-05,103,8.65
CA-2016-130848,DG-13300,2016-10-25,2016-10-25,102,582.34
CA-2016-130876,AZ-10750,2016-05-12,2016-05-16,104,36.63
CA-2016-130883,TB-21520,2016-09-26,2016-10-02,103,31.1
CA-2016-130890,JO-15280,2016-11-02,2016-11-06,103,1038.84
CA-2016-130974,MA-17560,2016-11-27,2016-11-29,104,38.97
CA-2016-130995,QJ-19255,2016-11-01,2016-11-06,103,4.95
CA-2016-131072,KL-16645,2016-11-05,2016-11-05,102,98.35
CA-2016-131128,TB-21520,2016-10-19,2016-10-20,101,34.44
CA-2016-131338,NP-18325,2016-08-09,2016-08-12,101,6.16
CA-2016-131352,GH-14485,2016-10-08,2016-10-13,103,72.78
CA-2016-131422,GB-14530,2016-11-05,2016-11-09,103,207
CA-2016-131457,MZ-17515,2016-10-31,2016-11-06,103,14.28
CA-2016-131534,AB-10165,2016-03-28,2016-04-02,103,33.4
CA-2016-131597,SP-20620,2016-09-14,2016-09-18,103,170.14
CA-2016-131758,KB-16315,2016-05-28,2016-06-01,103,13.05
CA-2016-131779,LE-16810,2016-06-12,2016-06-17,103,29.9
CA-2016-131856,JG-15160,2016-05-12,2016-05-17,103,21.97
CA-2016-131884,DK-13375,2016-12-06,2016-12-06,102,37.38
CA-2016-132080,DP-13105,2016-08-22,2016-08-25,101,50.11
CA-2016-132101,JO-15550,2016-03-19,2016-03-25,103,453.58
CA-2016-132136,FO-14305,2016-03-08,2016-03-12,103,8.57
CA-2016-132276,LC-16960,2016-02-23,2016-02-28,103,10.9
CA-2016-132318,TT-21220,2016-10-30,2016-11-02,101,182.91
CA-2016-132374,PS-19045,2016-02-22,2016-02-24,104,79.36
CA-2016-132465,DM-13525,2016-09-11,2016-09-15,104,19.99
CA-2016-132486,JF-15355,2016-10-23,2016-10-27,104,11.56
CA-2016-132507,CC-12610,2016-07-30,2016-08-03,104,61.79
CA-2016-132570,KT-16480,2016-10-31,2016-11-02,104,2.78
CA-2016-132626,BT-11680,2016-07-09,2016-07-14,103,12.39
CA-2016-132633,KH-16630,2016-02-03,2016-02-05,104,12.14
CA-2016-132815,RW-19540,2016-09-19,2016-09-22,104,22.96
CA-2016-132906,CC-12145,2016-09-10,2016-09-14,103,51.52
CA-2016-132941,MM-18280,2016-05-25,2016-05-28,101,22.37
CA-2016-132948,MV-17485,2016-03-27,2016-04-03,103,83.7
CA-2016-133025,MO-17800,2016-09-17,2016-09-19,104,32.4
CA-2016-133242,KH-16510,2016-06-18,2016-06-24,103,33.02
CA-2016-133396,GK-14620,2016-08-13,2016-08-15,101,64.68
CA-2016-133445,JF-15490,2016-10-05,2016-10-09,103,66.29
CA-2016-133452,ZC-21910,2016-04-13,2016-04-19,103,199.96
CA-2016-133494,RP-19390,2016-03-01,2016-03-05,103,3.55
CA-2016-133536,JH-15820,2016-03-28,2016-03-30,104,22.92
CA-2016-133585,CM-12715,2016-03-01,2016-03-04,101,55.33
CA-2016-133627,SC-20050,2016-05-31,2016-06-07,103,22.2
CA-2016-133837,TH-21100,2016-04-13,2016-04-18,103,10.74
CA-2016-133977,AT-10435,2016-09-06,2016-09-08,104,3.44
CA-2016-134075,HA-14905,2016-12-12,2016-12-16,103,166.5
CA-2016-134082,JK-15640,2016-12-11,2016-12-17,103,110.53
CA-2016-134117,PG-18895,2016-12-17,2016-12-19,104,16.4
CA-2016-134201,EH-14125,2016-04-10,2016-04-16,103,14.67
CA-2016-134257,MS-17710,2016-03-16,2016-03-19,104,7.38
CA-2016-134719,JD-15790,2016-10-10,2016-10-15,103,1801.63
CA-2016-134747,DL-12925,2016-10-12,2016-10-17,104,12.56
CA-2016-134782,MD-17350,2016-12-27,2016-12-31,103,105.42
CA-2016-134859,JK-16120,2016-10-04,2016-10-09,103,20.74
CA-2016-134894,DK-12985,2016-12-07,2016-12-11,103,152.94
CA-2016-134922,KB-16240,2016-11-07,2016-11-11,103,24.4
CA-2016-134943,SU-20665,2016-12-05,2016-12-06,101,152.8
CA-2016-134992,MG-17875,2016-09-22,2016-09-26,104,32.4
CA-2016-135020,MS-17770,2016-05-28,2016-06-02,103,6.1
CA-2016-135174,BP-11230,2016-04-30,2016-05-02,104,1022.97
CA-2016-135251,RP-19270,2016-08-06,2016-08-10,103,6.23
CA-2016-135272,MS-17830,2016-12-07,2016-12-12,103,79.92
CA-2016-135314,MC-17575,2016-07-09,2016-07-14,104,269.98
CA-2016-135363,CK-12205,2016-03-28,2016-04-02,103,5.23
CA-2016-135391,FA-14230,2016-02-09,2016-02-11,104,40.1
CA-2016-135489,GW-14605,2016-09-19,2016-09-22,104,279.86
CA-2016-135510,TW-21025,2016-09-05,2016-09-12,103,67.96
CA-2016-135538,HR-14830,2016-12-24,2016-12-28,103,883.84
CA-2016-135545,KM-16720,2016-11-24,2016-11-30,103,13.98
CA-2016-135580,CL-12565,2016-12-30,2017-01-03,103,68.52
CA-2016-135622,TT-21460,2016-12-08,2016-12-11,104,360.71
CA-2016-135685,MP-18175,2016-11-16,2016-11-18,104,179.82
CA-2016-135727,PS-18970,2016-05-11,2016-05-16,104,191.97
CA-2016-135853,CA-12775,2016-12-11,2016-12-14,101,23
CA-2016-136105,SZ-20035,2016-06-12,2016-06-16,103,24.56
CA-2016-136147,FM-14380,2016-11-13,2016-11-18,103,111.96
CA-2016-136196,TP-21415,2016-11-28,2016-12-04,103,322.59
CA-2016-136224,ML-18265,2016-05-31,2016-05-31,102,10.27
CA-2016-136378,CS-11845,2016-04-02,2016-04-07,103,9.16
CA-2016-136420,CS-12250,2016-11-20,2016-11-21,101,50.12
CA-2016-136469,TS-21370,2016-07-11,2016-07-12,101,199.84
CA-2016-136658,BO-11425,2016-09-10,2016-09-17,103,6.08
CA-2016-136700,DB-13120,2016-12-06,2016-12-11,104,8.96
CA-2016-136728,AG-10900,2016-09-13,2016-09-17,104,7.82
CA-2016-136735,HA-14920,2016-07-26,2016-08-02,103,167.86
CA-2016-136798,DL-12925,2016-05-08,2016-05-12,103,43.98
CA-2016-136805,NM-18445,2016-05-23,2016-05-27,104,75.33
CA-2016-137064,TS-21655,2016-02-06,2016-02-13,103,2.93
CA-2016-137071,ED-13885,2016-12-20,2016-12-21,101,100.8
CA-2016-137106,SC-20260,2016-03-31,2016-04-04,103,79.96
CA-2016-137113,TW-21025,2016-12-01,2016-12-05,104,32.4
CA-2016-137225,JK-15640,2016-12-15,2016-12-19,103,3.28
CA-2016-137281,BF-10975,2016-06-13,2016-06-17,103,6.48
CA-2016-137302,BW-11110,2016-04-26,2016-05-01,103,50.35
CA-2016-137512,AG-10675,2016-05-07,2016-05-12,103,15.94
CA-2016-137526,PB-19150,2016-01-13,2016-01-17,103,70.01
CA-2016-137603,MH-17290,2016-09-19,2016-09-24,103,8.4
CA-2016-137708,NG-18430,2016-11-22,2016-11-25,104,33.63
CA-2016-137750,JF-15565,2016-06-25,2016-06-30,103,204.85
CA-2016-137897,PJ-18835,2016-11-14,2016-11-19,103,37
CA-2016-137925,JL-15235,2016-11-30,2016-12-04,103,23.66
CA-2016-137946,DB-13615,2016-09-01,2016-09-04,104,4.75
CA-2016-137974,LL-16840,2016-04-16,2016-04-18,101,9.14
CA-2016-138002,BT-11305,2016-09-06,2016-09-12,103,6.1
CA-2016-138009,SF-20965,2016-11-29,2016-12-03,103,161.82
CA-2016-138219,BP-11095,2016-03-23,2016-03-30,103,33.36
CA-2016-138331,JK-15625,2016-08-07,2016-08-12,103,106.8
CA-2016-138457,AM-10705,2016-09-13,2016-09-17,103,13.09
CA-2016-138485,NP-18670,2016-02-27,2016-03-01,104,538.92
CA-2016-138492,FC-14335,2016-05-15,2016-05-22,103,51.97
CA-2016-138534,JM-15535,2016-07-17,2016-07-19,104,195.47
CA-2016-138625,EG-13900,2016-11-02,2016-11-05,101,197.72
CA-2016-138674,KB-16585,2016-11-14,2016-11-17,101,8.72
CA-2016-138898,JH-16180,2016-05-25,2016-05-29,103,845.73
CA-2016-138954,MH-17785,2016-11-15,2016-11-17,101,34.94
CA-2016-139094,MO-17800,2016-11-22,2016-11-27,103,206.96
CA-2016-139164,CS-12355,2016-06-23,2016-06-28,103,5.43
CA-2016-139248,RD-19930,2016-07-25,2016-07-30,103,623.96
CA-2016-139290,MY-17380,2016-10-26,2016-10-30,103,5.76
CA-2016-139374,AR-10345,2016-09-10,2016-09-14,103,179.89
CA-2016-139584,EM-13810,2016-08-24,2016-08-28,103,26
CA-2016-139731,JE-15745,2016-10-15,2016-10-15,102,263.88
CA-2016-139738,DK-12895,2016-09-25,2016-09-29,103,128.74
CA-2016-139780,AH-10690,2016-12-31,2017-01-02,104,116.4
CA-2016-139850,GB-14575,2016-06-12,2016-06-17,103,20.74
CA-2016-139962,Dp-13240,2016-12-13,2016-12-20,103,19.44
CA-2016-140025,PF-19120,2016-04-07,2016-04-11,103,383.95
CA-2016-140144,SC-20770,2016-06-20,2016-06-25,104,125.98
CA-2016-140221,MS-17365,2016-03-05,2016-03-09,104,4.71
CA-2016-140375,SG-20470,2016-10-02,2016-10-05,104,7.38
CA-2016-140410,CM-12655,2016-11-03,2016-11-07,103,42.6
CA-2016-140557,TN-21040,2016-09-07,2016-09-11,103,559.93
CA-2016-140718,FA-14230,2016-07-02,2016-07-04,101,2.89
CA-2016-140830,PS-18970,2016-11-30,2016-12-02,104,17.48
CA-2016-140921,AA-10375,2016-02-03,2016-02-05,101,28.4
CA-2016-140984,CC-12685,2016-09-14,2016-09-18,103,12.96
CA-2016-141012,TG-21640,2016-06-09,2016-06-11,104,140.38
CA-2016-141040,TB-21250,2016-10-09,2016-10-13,104,23.92
CA-2016-141145,DB-13405,2016-09-17,2016-09-23,103,87.17
CA-2016-141243,AH-10465,2016-01-03,2016-01-08,104,7.06
CA-2016-141250,PM-18940,2016-01-19,2016-01-23,103,102.44
CA-2016-141327,LR-16915,2016-11-30,2016-12-03,101,6.05
CA-2016-141565,BG-11035,2016-09-20,2016-09-24,103,294.37
CA-2016-141740,JF-15490,2016-11-01,2016-11-05,103,205.16
CA-2016-141754,EM-14200,2016-12-20,2016-12-25,103,11.7
CA-2016-141768,NP-18685,2016-05-25,2016-05-27,104,14.73
CA-2016-141810,BB-10990,2016-11-02,2016-11-07,103,29.37
CA-2016-141936,PN-18775,2016-08-07,2016-08-12,103,19.15
CA-2016-142027,JK-15370,2016-04-09,2016-04-14,103,369.91
CA-2016-142041,EM-13810,2016-06-07,2016-06-09,104,7.52
CA-2016-142055,AB-10255,2016-05-08,2016-05-10,101,37.94
CA-2016-142139,SD-20485,2016-08-31,2016-09-05,103,20.96
CA-2016-142202,JR-16210,2016-09-18,2016-09-23,104,717.12
CA-2016-142237,CK-12595,2016-07-11,2016-07-13,101,2.5
CA-2016-142377,MS-17980,2016-12-04,2016-12-09,103,85.96
CA-2016-142419,SC-20380,2016-07-11,2016-07-13,104,29.97
CA-2016-142433,ES-14020,2016-04-20,2016-04-25,103,117.46
CA-2016-142454,RE-19450,2016-08-15,2016-08-19,103,70.26
CA-2016-142475,BS-11380,2016-12-03,2016-12-07,103,590.35
CA-2016-142601,DE-13255,2016-04-18,2016-04-20,104,61.96
CA-2016-142692,AG-10495,2016-10-23,2016-10-28,103,3.59
CA-2016-142734,DM-13345,2016-04-16,2016-04-21,103,127.76
CA-2016-142755,CS-12355,2016-09-04,2016-09-08,103,4.36
CA-2016-142930,EB-14170,2016-11-28,2016-12-02,103,335.52
CA-2016-142937,SF-20065,2016-12-05,2016-12-06,101,45.04
CA-2016-142944,JL-15850,2016-03-06,2016-03-11,103,435.26
