OrderDetailsID,Order_ID,Product_ID
2791,CA-2015-125514,OFF-AP-10000358
2792,CA-2015-125514,OFF-AP-10003281
2793,CA-2015-125514,OFF-PA-10000029
2794,CA-2015-154599,TEC-PH-10001557
2795,CA-2015-154599,TEC-PH-10000576
2796,CA-2015-154599,OFF-BI-10002764
2797,CA-2015-154599,FUR-BO-10001337
2798,CA-2018-158743,OFF-AR-10002257
2799,CA-2018-158743,OFF-PA-10001019
2800,CA-2018-158743,OFF-BI-10003364
2801,CA-2017-153318,TEC-PH-10000984
2802,US-2016-110163,OFF-AR-10001683
2803,CA-2018-143329,FUR-FU-10000629
2804,CA-2016-159380,OFF-PA-10003893
2805,CA-2016-159380,OFF-PA-10004239
2806,CA-2016-122623,FUR-CH-10000553
2807,CA-2016-148635,OFF-FA-10004395
2808,CA-2016-148635,OFF-PA-10004782
2809,CA-2016-148635,FUR-BO-10002213
2810,CA-2016-148635,FUR-CH-10001854
2811,CA-2016-135685,OFF-PA-10000157
2812,CA-2016-135685,FUR-FU-10001185
2813,CA-2016-135685,FUR-TA-10001520
2814,CA-2016-135685,TEC-AC-10004145
2815,CA-2016-135685,FUR-TA-10000688
2816,CA-2016-104626,OFF-BI-10001510
2817,CA-2016-104626,FUR-CH-10003817
2818,CA-2016-104626,FUR-FU-10000308
2819,CA-2016-104626,OFF-ST-10003208
2820,CA-2017-160500,OFF-BI-10003784
2821,CA-2017-160500,FUR-TA-10003748
2822,CA-2017-100202,TEC-PH-10002563
2823,CA-2018-131016,OFF-AR-10000122
2824,CA-2018-131016,OFF-ST-10000352
2825,US-2015-112914,OFF-PA-10003270
2826,US-2015-112914,FUR-BO-10003272
2827,US-2015-112914,OFF-BI-10002982
2828,US-2015-112914,OFF-EN-10001509
2829,CA-2017-124149,OFF-PA-10002421
2830,CA-2017-124149,OFF-ST-10000760
2831,CA-2017-124149,OFF-PA-10002923
2832,CA-2015-148915,OFF-ST-10001128
2833,CA-2015-148915,TEC-PH-10000673
2834,CA-2018-134649,OFF-AR-10001547
2835,CA-2018-134649,OFF-BI-10001890
2836,CA-2018-110842,OFF-AP-10003971
2837,CA-2018-110842,OFF-PA-10000520
2838,CA-2018-110842,OFF-BI-10000977
2839,CA-2017-147368,TEC-MA-10002178
2840,US-2016-104185,OFF-ST-10001526
2841,US-2015-125521,FUR-CH-10003379
2842,US-2018-135062,OFF-PA-10000100
2843,CA-2018-135650,OFF-ST-10001809
2844,CA-2018-112865,TEC-AC-10000387
2845,US-2017-162852,FUR-CH-10004853
2846,CA-2018-138163,OFF-AR-10001958
2847,CA-2018-152093,OFF-BI-10003527
2848,CA-2018-157854,FUR-FU-10003832
2849,CA-2018-157854,OFF-BI-10001359
2850,CA-2017-123617,OFF-BI-10002976
2851,US-2017-128293,OFF-ST-10000736
2852,CA-2018-107342,OFF-PA-10001745
2853,CA-2017-136371,FUR-FU-10000409
2854,CA-2017-136371,FUR-FU-10000221
2855,CA-2018-137344,OFF-ST-10000344
2856,CA-2018-169810,OFF-LA-10003663
2857,CA-2017-128594,FUR-CH-10001215
2858,CA-2017-154690,FUR-CH-10000988
2859,CA-2018-138975,TEC-AC-10003441
2860,CA-2018-138975,TEC-PH-10004389
2861,CA-2018-138975,FUR-BO-10004695
2862,CA-2018-138975,OFF-PA-10000100
2863,CA-2018-106537,OFF-PA-10000223
2864,US-2018-103828,OFF-ST-10001325
2865,US-2018-103828,OFF-AP-10004249
2866,US-2018-103828,OFF-AR-10000588
2867,US-2018-103828,OFF-SU-10000946
2868,CA-2017-115588,OFF-SU-10001225
2869,CA-2017-115588,OFF-ST-10001558
2870,CA-2018-143861,FUR-FU-10001546
2871,CA-2015-148040,OFF-PA-10002581
2872,CA-2015-148040,FUR-CH-10001482
2873,CA-2018-135167,OFF-AR-10002399
2874,CA-2018-137022,OFF-ST-10001963
2875,US-2018-102638,OFF-FA-10002988
2876,US-2017-167339,FUR-CH-10004289
2877,US-2017-167339,FUR-CH-10000785
2878,CA-2017-152072,OFF-EN-10003040
2879,CA-2017-152072,OFF-AR-10001573
2880,CA-2017-152072,TEC-AC-10000844
2881,CA-2017-102932,OFF-BI-10000756
2882,CA-2017-102932,OFF-SU-10000381
2883,CA-2015-165540,OFF-BI-10004094
2884,CA-2017-130799,FUR-FU-10001852
2885,CA-2017-164483,OFF-BI-10000014
2886,US-2017-159856,FUR-CH-10003396
2887,CA-2018-102099,OFF-AR-10003811
2888,CA-2018-102099,OFF-PA-10003172
2889,CA-2018-102099,OFF-PA-10000289
2890,CA-2018-164049,OFF-PA-10000791
2891,CA-2015-142727,FUR-CH-10002304
2892,CA-2015-142727,OFF-BI-10000136
2893,CA-2018-139913,OFF-PA-10003739
2894,CA-2018-139913,OFF-PA-10002479
2895,CA-2018-139913,FUR-FU-10000771
2896,CA-2018-139913,TEC-PH-10001552
2897,CA-2015-169033,OFF-AR-10001915
2898,US-2017-164630,TEC-CO-10000971
2899,US-2016-114839,FUR-CH-10004086
2900,CA-2016-166464,TEC-CO-10000971
2901,CA-2016-166464,OFF-LA-10001317
2902,CA-2018-124898,OFF-PA-10003656
2903,CA-2017-164035,OFF-PA-10002160
2904,CA-2017-153577,OFF-PA-10000575
2905,CA-2017-153577,FUR-CH-10003981
2906,CA-2015-127586,OFF-ST-10002615
2907,CA-2018-121615,OFF-PA-10000327
2908,CA-2018-121615,OFF-ST-10001325
2909,CA-2018-121615,OFF-LA-10001771
2910,CA-2018-166415,OFF-FA-10004968
2911,CA-2016-118444,OFF-AP-10000576
2912,CA-2015-113929,OFF-EN-10003286
2913,CA-2015-113929,OFF-AR-10003772
2914,CA-2015-113929,OFF-BI-10002852
2915,CA-2016-134747,TEC-PH-10002890
2916,CA-2016-134747,OFF-BI-10001308
2917,CA-2016-134747,TEC-PH-10001750
2918,CA-2018-155047,OFF-AR-10003338
2919,CA-2017-160129,OFF-FA-10002763
2920,CA-2017-160129,FUR-FU-10002088
2921,CA-2017-160129,FUR-FU-10003976
2922,CA-2018-164329,OFF-ST-10001511
2923,US-2016-141453,OFF-BI-10000301
2924,CA-2015-156993,OFF-FA-10003495
2925,CA-2015-157721,OFF-AP-10001303
2926,CA-2015-157721,FUR-FU-10002116
2927,CA-2018-128629,FUR-FU-10000771
2928,CA-2018-158106,OFF-AR-10002255
2929,US-2018-120390,OFF-BI-10004995
2930,CA-2018-143434,FUR-FU-10002597
2931,CA-2016-168564,OFF-BI-10004970
2932,CA-2016-168564,OFF-BI-10002557
2933,CA-2016-168564,FUR-CH-10000785
2934,US-2017-169040,TEC-PH-10002310
2935,US-2017-169040,TEC-PH-10002834
2936,US-2017-169040,OFF-EN-10000927
2937,US-2017-169040,OFF-BI-10001636
2938,US-2017-169040,OFF-PA-10001736
2939,US-2017-169040,OFF-PA-10000482
2940,US-2017-169040,OFF-BI-10001658
2941,CA-2018-155880,FUR-CH-10000422
2942,CA-2018-155880,FUR-CH-10004675
2943,CA-2018-155880,FUR-CH-10002880
2944,CA-2018-126242,OFF-ST-10000675
2945,CA-2018-126242,FUR-FU-10002685
2946,CA-2017-166443,FUR-FU-10004020
2947,CA-2018-169859,FUR-FU-10004963
2948,CA-2018-169859,OFF-BI-10000174
2949,CA-2018-169859,OFF-EN-10000461
2950,CA-2018-134915,TEC-AC-10001266
2951,CA-2018-134915,OFF-PA-10002160
2952,CA-2018-134915,FUR-CH-10004875
2953,CA-2018-134915,FUR-FU-10000305
2954,CA-2018-134915,TEC-PH-10000347
2955,CA-2018-134915,TEC-PH-10001459
2956,CA-2017-153353,TEC-PH-10000439
2957,CA-2018-123638,FUR-CH-10002647
2958,CA-2018-168900,OFF-BI-10003910
2959,CA-2016-158456,OFF-BI-10001097
2960,CA-2016-158456,OFF-FA-10004854
2961,CA-2018-143665,OFF-PA-10003673
2962,CA-2018-143665,OFF-LA-10002034
2963,CA-2018-137428,FUR-CH-10002774
2964,CA-2018-137428,FUR-CH-10003817
2965,CA-2018-137428,OFF-BI-10002949
2966,CA-2018-137428,FUR-FU-10002445
2967,CA-2015-162866,FUR-FU-10001473
2968,CA-2015-162866,OFF-ST-10002562
2969,CA-2018-167941,OFF-AP-10002118
2970,CA-2018-167941,OFF-PA-10001800
2971,CA-2018-167941,OFF-BI-10002827
2972,CA-2018-167941,FUR-FU-10004671
2973,CA-2018-167941,OFF-ST-10000736
2974,CA-2018-111808,OFF-BI-10004656
2975,CA-2016-137512,FUR-TA-10001095
2976,CA-2016-137512,OFF-PA-10000213
2977,CA-2018-139773,FUR-CH-10001797
2978,CA-2018-134607,OFF-ST-10002214
2979,CA-2015-109232,FUR-CH-10000422
2980,CA-2016-139850,OFF-PA-10003848
2981,CA-2016-139850,FUR-FU-10003623
2982,CA-2015-131310,FUR-CH-10001797
2983,CA-2015-131310,OFF-BI-10003094
2984,US-2015-112872,OFF-ST-10002205
2985,US-2015-112872,FUR-TA-10003238
2986,CA-2017-139269,FUR-FU-10000755
2987,CA-2017-139269,OFF-PA-10002893
2988,CA-2017-139269,OFF-ST-10000689
2989,CA-2017-139010,TEC-AC-10004227
2990,CA-2017-139010,OFF-BI-10000174
2991,CA-2017-139010,OFF-ST-10001809
2992,CA-2017-139010,OFF-BI-10002309
2993,CA-2017-134376,OFF-AP-10004532
2994,CA-2018-147291,OFF-BI-10003091
2995,CA-2017-112893,OFF-BI-10004654
2996,US-2015-150532,OFF-ST-10000760
2997,CA-2015-138317,OFF-EN-10001539
2998,CA-2015-138317,FUR-FU-10000550
2999,CA-2015-138317,TEC-AC-10003628
3000,CA-2015-138317,TEC-MA-10004521
3001,CA-2015-138317,OFF-AP-10003860
3002,CA-2015-138317,OFF-BI-10000069
3003,CA-2016-130610,OFF-BI-10003655
3004,CA-2018-104381,OFF-BI-10001628
3005,CA-2017-131499,OFF-AP-10003779
3006,CA-2015-148761,OFF-BI-10000666
3007,CA-2018-116519,OFF-AP-10000828
3008,CA-2015-130729,OFF-BI-10002706
3009,CA-2017-124772,FUR-FU-10004748
3010,CA-2017-115525,OFF-AP-10000026
3011,CA-2018-134845,OFF-BI-10000773
3012,CA-2018-134845,TEC-MA-10000822
3013,CA-2018-134845,OFF-BI-10001543
3014,CA-2018-134845,OFF-BI-10003355
3015,CA-2018-134845,OFF-PA-10002005
3016,US-2016-138919,FUR-TA-10004154
3017,US-2017-160528,OFF-ST-10002743
3018,US-2017-160528,FUR-FU-10004973
3019,US-2017-160528,TEC-AC-10002842
3020,CA-2016-123568,OFF-FA-10002701
3021,CA-2016-123568,OFF-PA-10001125
3022,CA-2016-123568,FUR-FU-10004090
3023,CA-2016-123568,OFF-BI-10001510
3024,CA-2018-124674,FUR-BO-10002202
3025,CA-2016-164441,OFF-BI-10001922
3026,CA-2016-164441,OFF-PA-10001667
3027,CA-2018-169054,FUR-FU-10001488
3028,CA-2015-106719,OFF-BI-10002799
3029,CA-2018-116855,FUR-CH-10003846
3030,US-2017-164189,TEC-PH-10003691
3031,CA-2016-168480,FUR-BO-10000468
3032,CA-2016-168480,OFF-AR-10001044
3033,US-2017-114293,FUR-CH-10003833
3034,CA-2018-134173,OFF-PA-10004355
3035,US-2016-123960,TEC-AC-10003038
3036,US-2016-123960,OFF-BI-10002799
3037,US-2016-123960,OFF-AR-10003582
3038,US-2016-123960,OFF-PA-10004451
3039,US-2016-123960,FUR-FU-10004666
3040,CA-2018-101749,FUR-TA-10001520
3041,US-2017-147991,FUR-FU-10004270
3042,CA-2018-149559,OFF-PA-10003172
3043,CA-2018-149559,OFF-EN-10002312
3044,CA-2018-149559,FUR-CH-10002320
3045,CA-2016-135174,TEC-PH-10001530
3046,CA-2018-125290,OFF-AR-10001216
3047,CA-2018-125290,OFF-PA-10003127
3048,CA-2015-137351,OFF-BI-10003910
3049,CA-2018-121419,FUR-TA-10004534
3050,CA-2018-121419,TEC-AC-10000892
3051,US-2018-148054,FUR-FU-10003247
3052,US-2018-148054,OFF-AP-10004336
3053,US-2018-148054,OFF-PA-10001295
3054,CA-2017-128517,TEC-PH-10002555
3055,CA-2017-128517,OFF-BI-10000831
3056,US-2016-100377,TEC-CO-10001046
3057,CA-2018-131492,OFF-EN-10002973
3058,CA-2018-131492,OFF-LA-10001641
3059,CA-2018-131492,FUR-FU-10003878
3060,CA-2018-131492,FUR-TA-10003837
3061,CA-2017-144554,TEC-AC-10002800
3062,CA-2018-127621,OFF-PA-10001307
3063,CA-2016-145184,TEC-PH-10002350
3064,CA-2016-145184,TEC-AC-10000397
3065,CA-2018-106859,OFF-ST-10000615
3066,CA-2018-106859,TEC-PH-10004531
3067,CA-2018-106859,TEC-AC-10004001
3068,CA-2018-106859,OFF-PA-10001534
3069,CA-2018-106859,OFF-PA-10001815
3070,US-2018-120089,OFF-AP-10003779
3071,CA-2015-119375,OFF-ST-10002011
3072,CA-2015-119375,FUR-FU-10002379
3073,CA-2015-119375,OFF-AR-10003752
3074,CA-2017-125206,OFF-ST-10003692
3075,CA-2016-126137,FUR-BO-10004409
3076,CA-2015-143903,OFF-ST-10003306
3077,CA-2015-143903,FUR-FU-10003724
3078,CA-2015-143903,FUR-CH-10002024
3079,CA-2015-104780,OFF-AR-10003514
3080,CA-2018-101182,OFF-PA-10001800
3081,CA-2018-101182,TEC-PH-10003589
3082,US-2018-132297,OFF-BI-10003364
3083,US-2018-132297,TEC-PH-10002834
3084,CA-2015-100328,OFF-BI-10000343
3085,CA-2018-118773,OFF-BI-10004584
3086,CA-2018-118773,TEC-AC-10002402
3087,CA-2018-118773,FUR-FU-10000550
3088,CA-2018-118773,OFF-AP-10000055
3089,US-2018-159205,FUR-FU-10001591
3090,US-2018-159205,TEC-PH-10000526
3091,CA-2017-112123,OFF-BI-10001071
3092,CA-2017-112123,TEC-PH-10001557
3093,CA-2017-112123,OFF-PA-10001977
3094,CA-2016-114468,OFF-SU-10004231
3095,CA-2016-114468,OFF-PA-10000809
3096,CA-2016-114468,OFF-FA-10003021
3097,CA-2016-114468,OFF-AP-10000696
3098,CA-2018-135692,OFF-LA-10001158
3099,CA-2018-135692,FUR-BO-10002268
3100,CA-2018-131233,OFF-BI-10000829
3101,CA-2018-131233,FUR-BO-10003441
3102,CA-2018-119578,OFF-SU-10003505
3103,CA-2018-119578,FUR-BO-10003660
3104,CA-2017-124562,OFF-BI-10001267
3105,US-2018-140074,OFF-PA-10002741
3106,CA-2017-103037,OFF-LA-10004345
3107,CA-2018-127460,OFF-ST-10004340
3108,CA-2017-121671,OFF-PA-10001471
3109,CA-2017-121671,OFF-ST-10002344
3110,CA-2017-121671,OFF-PA-10001892
3111,CA-2017-121671,OFF-PA-10001934
3112,CA-2017-121671,OFF-ST-10000078
3113,CA-2017-150350,TEC-MA-10001972
3114,CA-2017-150350,OFF-EN-10002504
3115,CA-2017-150350,OFF-PA-10002160
3116,CA-2017-150350,FUR-CH-10001973
3117,CA-2017-150350,OFF-AP-10001492
3118,CA-2017-150350,OFF-SU-10002189
3119,CA-2016-121720,FUR-CH-10003312
3120,CA-2016-121720,TEC-PH-10002496
3121,CA-2016-121720,FUR-FU-10003464
3122,CA-2016-121720,OFF-AR-10000380
3123,CA-2016-121720,OFF-BI-10004593
3124,CA-2016-121720,OFF-BI-10001308
3125,CA-2016-121720,OFF-ST-10001780
3126,CA-2016-121720,OFF-ST-10003816
3127,CA-2018-149895,TEC-PH-10002200
3128,CA-2018-147564,OFF-PA-10004438
3129,CA-2015-136399,FUR-FU-10004090
3130,CA-2015-136399,FUR-CH-10002602
3131,CA-2015-136399,TEC-AC-10001142
3132,CA-2015-136399,TEC-PH-10004977
3133,CA-2015-107916,FUR-FU-10004586
3134,CA-2015-107916,OFF-BI-10001116
3135,CA-2018-164168,OFF-BI-10000666
3136,CA-2018-164168,OFF-ST-10002583
3137,CA-2018-164168,TEC-PH-10004908
3138,CA-2018-164168,OFF-EN-10001219
3139,CA-2018-164168,TEC-AC-10004568
3140,CA-2018-164168,FUR-FU-10001756
3141,CA-2016-112557,OFF-AP-10002311
3142,US-2015-122959,OFF-BI-10003650
3143,CA-2018-162572,TEC-AC-10003628
3144,CA-2018-162572,OFF-AR-10001547
3145,US-2017-148110,FUR-CH-10002647
3146,CA-2018-131828,FUR-CH-10004495
3147,CA-2018-131828,TEC-PH-10002923
3148,CA-2015-109218,OFF-AR-10001374
3149,CA-2017-120558,OFF-PA-10003441
3150,US-2015-109036,OFF-LA-10002043
3151,CA-2016-147830,TEC-AC-10002049
3152,CA-2016-147830,TEC-MA-10000418
3153,CA-2016-147830,TEC-PH-10004908
3154,CA-2016-147830,FUR-FU-10004091
3155,CA-2018-150497,OFF-BI-10004600
3156,CA-2015-128986,OFF-PA-10001289
3157,CA-2016-139584,FUR-TA-10001539
3158,CA-2016-139584,TEC-AC-10001266
3159,US-2017-162677,OFF-ST-10001291
3160,US-2017-162677,TEC-AC-10001314
3161,US-2015-150924,OFF-BI-10004040
3162,CA-2015-153969,OFF-EN-10001539
3163,CA-2015-153969,OFF-EN-10004483
3164,CA-2015-153969,OFF-AR-10001615
3165,CA-2015-153969,OFF-PA-10000327
3166,CA-2015-153969,TEC-PH-10001299
3167,CA-2015-153969,OFF-PA-10002246
3168,CA-2017-146682,FUR-FU-10002671
3169,CA-2017-138695,FUR-CH-10003833
3170,CA-2017-138695,OFF-PA-10001667
3171,CA-2018-107461,OFF-BI-10002003
3172,US-2017-133879,OFF-BI-10004465
3173,US-2017-133879,FUR-CH-10000665
3174,US-2017-133879,OFF-AR-10004956
3175,CA-2018-157483,OFF-AR-10004260
3176,US-2018-132059,FUR-BO-10001811
3177,US-2018-132059,TEC-AC-10003280
3178,CA-2018-122280,OFF-PA-10004911
3179,CA-2018-105235,FUR-FU-10001487
3180,CA-2018-105235,FUR-FU-10000521
3181,CA-2018-105235,OFF-AP-10001271
3182,CA-2018-152912,OFF-BI-10004728
3183,CA-2018-152912,TEC-AC-10004666
3184,CA-2018-152912,OFF-ST-10003208
3185,CA-2018-152912,OFF-ST-10003208
3186,CA-2015-123498,OFF-BI-10000632
3187,CA-2015-123498,OFF-EN-10004773
3188,CA-2018-159352,TEC-PH-10004700
3189,US-2018-146416,OFF-LA-10003714
3190,US-2018-146416,OFF-BI-10001787
3191,US-2016-163783,OFF-ST-10002957
3192,CA-2018-123981,TEC-PH-10002115
3193,CA-2018-158953,OFF-BI-10002557
3194,CA-2015-165428,OFF-BI-10002949
3195,CA-2015-165428,OFF-PA-10004100
3196,CA-2017-169026,OFF-FA-10001883
3197,CA-2018-109750,TEC-PH-10000702
3198,CA-2016-149384,OFF-BI-10003196
3199,CA-2015-131527,TEC-PH-10001644
3200,CA-2018-164000,OFF-AR-10003183
3201,CA-2015-164224,FUR-FU-10000308
3202,CA-2015-164224,OFF-PA-10001526
3203,CA-2015-158372,TEC-PH-10002103
3204,CA-2015-158372,TEC-AC-10004209
3205,CA-2015-158372,FUR-FU-10000397
3206,CA-2015-158372,OFF-PA-10002137
3207,CA-2015-158372,FUR-FU-10001867
3208,CA-2015-158372,OFF-LA-10000407
3209,CA-2017-108882,TEC-AC-10000420
3210,CA-2017-108882,TEC-PH-10002726
3211,US-2018-108245,OFF-EN-10001415
3212,US-2018-108245,OFF-BI-10000773
3213,CA-2015-142314,OFF-AP-10002350
3214,CA-2017-132409,OFF-AR-10001919
3215,CA-2017-132409,OFF-AP-10002082
3216,CA-2018-150189,OFF-LA-10002762
3217,CA-2015-114433,TEC-AC-10002800
3218,CA-2018-104640,OFF-BI-10003925
3219,CA-2018-104640,TEC-PH-10002200
3220,US-2016-137008,OFF-PA-10001295
3221,US-2016-137008,OFF-EN-10002500
3222,US-2016-137008,TEC-AC-10000892
3223,CA-2015-108189,OFF-PA-10001838
3224,CA-2015-108189,OFF-FA-10000735
3225,CA-2015-108189,TEC-PH-10001760
3226,CA-2015-108189,OFF-EN-10004846
3227,CA-2015-108189,OFF-SU-10003567
3228,CA-2015-108189,TEC-PH-10001557
3229,CA-2015-108189,TEC-AC-10003038
3230,CA-2015-154641,OFF-ST-10004459
3231,CA-2018-131625,FUR-FU-10004960
3232,US-2018-156356,OFF-BI-10000632
3233,US-2018-156356,OFF-BI-10001107
3234,US-2018-156356,OFF-ST-10002301
3235,CA-2017-138933,OFF-BI-10003355
3236,CA-2017-140746,FUR-TA-10002903
3237,CA-2017-146836,OFF-ST-10001580
3238,CA-2017-146836,OFF-BI-10000315
3239,US-2017-127971,FUR-CH-10003774
3240,US-2017-127971,TEC-PH-10003095
3241,US-2017-127971,FUR-FU-10000023
3242,US-2017-140809,OFF-ST-10002214
3243,CA-2018-114524,OFF-BI-10002799
3244,CA-2018-113355,TEC-PH-10004912
3245,CA-2018-113355,FUR-CH-10002602
3246,US-2018-140907,TEC-AC-10004510
3247,US-2018-140907,OFF-ST-10000060
3248,US-2018-140907,OFF-AR-10000799
3249,CA-2017-159730,FUR-CH-10004875
3250,CA-2017-159730,TEC-PH-10002085
3251,CA-2017-157868,OFF-FA-10000992
3252,CA-2018-119389,FUR-FU-10001473
3253,CA-2018-110373,OFF-AR-10003045
3254,CA-2018-110373,TEC-PH-10001536
3255,CA-2017-155474,TEC-PH-10001580
3256,CA-2017-155474,OFF-BI-10004209
3257,CA-2016-155453,OFF-LA-10001613
3258,US-2017-161844,FUR-TA-10001676
3259,US-2017-161844,OFF-BI-10003712
3260,US-2017-162103,OFF-BI-10000285
3261,CA-2015-151554,OFF-PA-10004609
3262,CA-2015-140662,TEC-AC-10001314
3263,CA-2015-140662,OFF-PA-10003395
3264,CA-2015-140662,OFF-AP-10001242
3265,CA-2017-122518,OFF-LA-10001641
3266,US-2015-126571,OFF-ST-10003816
3267,US-2015-126571,OFF-EN-10002230
3268,CA-2015-143840,TEC-PH-10002660
3269,CA-2015-143840,TEC-PH-10003171
3270,CA-2015-115980,TEC-AC-10003709
3271,CA-2015-115980,OFF-FA-10000304
3272,CA-2016-155145,TEC-AC-10003709
3273,CA-2016-146038,FUR-CH-10002774
3274,CA-2018-133865,TEC-CO-10001046
3275,CA-2018-116358,OFF-FA-10003495
3276,CA-2018-116358,OFF-AR-10004685
3277,CA-2015-102988,OFF-AR-10004757
3278,CA-2015-102988,TEC-PH-10001615
3279,CA-2015-102988,OFF-PA-10003349
3280,CA-2015-102988,OFF-AR-10000127
3281,CA-2015-102988,OFF-SU-10002881
3282,US-2015-117170,TEC-AC-10001109
3283,US-2015-117170,OFF-PA-10000682
3284,CA-2015-159478,FUR-FU-10000221
3285,CA-2015-103702,OFF-BI-10002429
3286,CA-2018-150525,OFF-AR-10002375
3287,CA-2018-150525,OFF-AP-10000595
3288,CA-2016-157770,TEC-PH-10001530
3289,CA-2016-157770,OFF-BI-10000050
3290,CA-2016-157770,TEC-AC-10001552
3291,CA-2016-157770,TEC-AC-10003399
3292,CA-2017-167290,OFF-AR-10004078
3293,CA-2015-106264,OFF-SU-10002189
3294,CA-2015-106264,FUR-FU-10001852
3295,CA-2015-138023,OFF-BI-10003638
3296,CA-2018-113418,TEC-MA-10002428
3297,US-2016-110569,OFF-BI-10001036
3298,US-2016-110569,OFF-AP-10004708
3299,CA-2018-136308,TEC-MA-10000488
3300,US-2015-159926,OFF-BI-10003656
3301,US-2015-159926,OFF-ST-10003656
3302,US-2015-159926,TEC-PH-10001128
3303,US-2015-159926,FUR-FU-10001473
3304,US-2015-159926,OFF-BI-10004656
3305,CA-2015-104738,OFF-EN-10004955
3306,CA-2015-104738,TEC-PH-10002468
3307,CA-2015-104738,TEC-PH-10000576
3308,CA-2015-104738,OFF-BI-10002160
3309,CA-2015-104738,TEC-AC-10003628
3310,CA-2016-144386,OFF-BI-10001116
3311,CA-2017-111416,OFF-BI-10002026
3312,CA-2017-162747,FUR-FU-10003691
3313,US-2015-133130,FUR-CH-10002602
3314,US-2015-133130,OFF-PA-10000675
3315,CA-2018-169978,FUR-CH-10002602
3316,CA-2018-169978,OFF-BI-10001900
3317,CA-2018-161739,FUR-FU-10001468
3318,CA-2016-165057,OFF-AR-10004648
3319,CA-2016-165057,OFF-LA-10003190
3320,CA-2015-134551,OFF-AP-10004868
3321,CA-2015-134551,FUR-CH-10004287
3322,CA-2015-134551,OFF-PA-10002689
3323,CA-2016-120810,OFF-AP-10002892
3324,CA-2016-120810,FUR-FU-10002253
3325,CA-2015-165309,OFF-BI-10001359
3326,CA-2015-165309,OFF-BI-10001267
3327,CA-2015-165309,OFF-AR-10003582
3328,CA-2015-165309,OFF-PA-10003724
3329,CA-2015-165309,OFF-PA-10001033
3330,CA-2015-165309,TEC-PH-10003505
3331,CA-2015-165309,TEC-PH-10004959
3332,CA-2018-122595,TEC-AC-10000474
3333,CA-2018-122595,TEC-PH-10003095
3334,CA-2018-122595,FUR-FU-10002963
3335,US-2018-109253,OFF-AR-10000203
3336,US-2018-109253,TEC-PH-10004667
3337,US-2018-109253,FUR-FU-10000193
3338,US-2018-109253,FUR-TA-10001539
3339,US-2018-109253,OFF-BI-10000962
3340,US-2018-109253,OFF-AP-10002867
3341,US-2018-109253,OFF-LA-10001158
3342,CA-2017-145982,OFF-PA-10000675
3343,CA-2017-145982,FUR-TA-10001307
3344,CA-2017-145982,TEC-PH-10000011
3345,CA-2017-145982,OFF-PA-10002666
3346,CA-2017-145982,OFF-FA-10000735
3347,CA-2017-145982,OFF-BI-10000174
3348,CA-2016-112014,OFF-AR-10003156
3349,CA-2018-154732,OFF-BI-10000474
3350,US-2017-157308,OFF-BI-10003712
3351,CA-2017-147536,TEC-AC-10003280
3352,US-2015-134733,FUR-BO-10002916
3353,US-2015-134733,TEC-PH-10002726
3354,US-2015-150434,TEC-PH-10000895
3355,US-2015-150434,FUR-TA-10004152
3356,US-2015-150434,OFF-BI-10003694
3357,US-2015-150434,OFF-BI-10002160
3358,CA-2018-100335,OFF-PA-10001685
3359,CA-2017-139234,OFF-BI-10000773
3360,CA-2017-139234,TEC-AC-10004510
3361,US-2016-142020,OFF-PA-10004569
3362,US-2016-142020,FUR-FU-10000672
3363,CA-2016-139962,OFF-PA-10004451
3364,CA-2016-139962,OFF-BI-10004738
3365,CA-2017-130050,FUR-FU-10001940
3366,CA-2015-115161,FUR-BO-10003966
3367,CA-2015-165379,OFF-PA-10003072
3368,CA-2015-165379,OFF-PA-10002245
3369,CA-2016-115511,FUR-BO-10002598
3370,CA-2016-115511,OFF-BI-10002225
3371,CA-2017-134887,TEC-AC-10003832
3372,CA-2018-123778,OFF-BI-10000822
3373,CA-2018-123778,OFF-AP-10001242
3374,CA-2016-161718,FUR-FU-10002445
3375,CA-2016-161718,FUR-CH-10002372
3376,CA-2016-161718,TEC-PH-10000376
3377,CA-2016-161718,FUR-CH-10002965
3378,CA-2017-100671,OFF-ST-10004950
3379,CA-2018-142867,OFF-BI-10003166
3380,CA-2018-142867,OFF-PA-10004610
3381,CA-2018-103156,FUR-FU-10000320
3382,US-2018-162208,OFF-EN-10004030
3383,CA-2016-130659,OFF-EN-10004147
3384,CA-2016-130659,FUR-CH-10003535
3385,CA-2016-130659,TEC-PH-10004586
3386,CA-2018-148404,OFF-ST-10003208
3387,CA-2018-148404,OFF-FA-10003112
3388,CA-2018-148404,TEC-PH-10004447
3389,CA-2018-148404,OFF-BI-10002854
3390,CA-2018-148404,FUR-TA-10001039
3391,CA-2018-101077,OFF-PA-10004239
3392,CA-2015-166471,TEC-PH-10001530
3393,CA-2015-166471,TEC-PH-10000038
3394,CA-2015-105340,OFF-BI-10001765
3395,US-2018-131583,OFF-PA-10000380
3396,US-2018-148362,OFF-ST-10001128
3397,US-2018-148362,OFF-BI-10003656
3398,US-2018-148362,OFF-PA-10003441
3399,CA-2015-102274,TEC-PH-10002923
3400,CA-2015-102274,OFF-PA-10004359
3401,CA-2015-102274,OFF-ST-10001511
3402,CA-2015-102274,OFF-AR-10002833
3403,CA-2016-129700,FUR-FU-10001940
